major_id,name,course_code,credit,course_type
60,아프리카정치경제세미나2,O14317,2,MAJOR
60,아프리카정치사상,O14320,2,MAJOR
60,전지구적맥락속의남부아프리카경제,O14411,2,MAJOR
60,"탈식민지아프리카평화,분쟁,발전",O14409,2,MAJOR
60,한아프리카외교관계,O14319,2,MAJOR
9,독문학특강A,N03323,2,MAJOR
9,독일문학의이해A,N03327,2,MAJOR
9,독일문화사1,N03319,2,MAJOR
9,독일사회문화원어세미나,N03430,2,MAJOR
9,독일어독해연습1,N03207,3,MAJOR
9,독일어번역실습1,N03315,2,MAJOR
9,독일어번역실습3,N03411,2,MAJOR
9,독일어연습1,A03131,6,MAJOR
9,독일어연습3,A03135,6,MAJOR
9,독일어읽기1,A03139,3,MAJOR
9,독일어통역실습1,N03313,2,MAJOR
9,독일어통역실습3,N03409,2,MAJOR
9,독일정치사회의이해,N03329,2,MAJOR
9,독일환경과사회,N03432,2,MAJOR
9,문법과텍스트이해1,A03141,3,MAJOR
9,전공교양세미나1,A03133,2,MAJOR
9,전공교양세미나3,A03137,2,MAJOR
9,한.독번역입문,N03428,2,MAJOR
9,FLEX독일어독해연습1,N03336,2,MAJOR
6,영.미역사개론,N01203,3,MAJOR
6,미국과세계화,N01355,3,MAJOR
6,비즈니스영어숙달,N01314,2,MAJOR
6,영국과유럽연합,N01357,3,MAJOR
7,문학번역기초실습,N01331,2,MAJOR
7,미국소설,A01215,3,MAJOR
7,영.미단편소설과번역실습,N01332,2,MAJOR
7,영.미문학과글쓰기,N01243,2,MAJOR
7,영.미문학과역사,N01211,2,MAJOR
7,영.미문학주제연구,N01420,3,MAJOR
7,영.미영화시문학세미나,N01336,3,MAJOR
7,영.미희곡,E01454,3,MAJOR
7,영화문학번역실습,N01337,2,MAJOR
