,course,semester,professor,class_time,course_code,room
1358,962,13,유선정,목 7 8 9,F08361501,0415
1359,963,13,이성종,목 1 2 3,F08223101,0415
1360,964,13,남인영,목 4 5 6,F08465101,0415
1361,965,13,정태용,월 7 8 9,F08114101,0214
1362,966,13,이성종,금 4 5 6,F08227501,0415
1363,967,13,여호규,수 3,R02400101,4402
1364,968,13,이영희,목 4 5 6,R05321101,4419
1365,969,13,김은정,수 4 5 6,R05161101,4215
1366,970,13,나영남,월 4 5 6,R05453101,4215
1367,971,13,여호규,월 7 8,R02212201,4215
1368,972,13,박지배,목 4 5 6,R05212101,4215
1369,973,13,윤용선,목 1 2 3,U51603101,4215
1370,974,13,노명환,화 7 8 9,R05301101,4215
1371,975,13,이근명,월 1 2 3,R05214101,4215
1372,976,13,이숙화,월 7 8 9,R05101201,4418
1373,977,13,이승민,화 4 5 6,R05486101,2514
1374,978,13,여호규,수 7 8 9,R02105101,4215
1375,979,13,이수기,월 4 5 6,R02103101,4415
1376,980,13,정영진,수 1 2 3,R05383101,4215
1377,981,13,이제원,목 5 6,N01239101,1402
1378,981,13,이제원,목 7 8,N01239102,1402
1379,981,13,Finn Harvor,화 5 6,N01239103,1410
1380,982,13,Finn Harvor,수 5 6,N01117101,2306
1381,983,13,James Derek Alexander Young,목 1 2 3,N15105101,1402
1382,984,13,강미정,화 1 2,A01428401,2403-1
1383,984,13,Andrew Arthur Bruske,금 5 6,A01428402,1410
1384,985,13,Andrew Arthur Bruske,월 5 6,A01401502,1410
1385,985,13,강미정,화 3 4,A01401503,2403-1
1386,985,13,Andrew Arthur Bruske,월 7 8,A01401504,1410
1387,986,13,박정만,수 5 6,N01111201,1402
1388,986,13,조은기,월 3 4,N01111202,2303-3
1389,986,13,조은기,월 5 6,N01111203,2303-3
1390,987,13,전혜민,금 4 5 6,E01303401,1402
1391,988,13,윤영옥,목 4 5 6,N01115101,1410
1392,989,13,오현주,화 1 2,E01361201,2509-1
1393,990,13,전혜민,금 1 2,N01383201,1410
1394,991,13,Finn Harvor,화 7 8,N01397101,1410
1395,992,13,Andrew Arthur Bruske,금 3 4,N15101101,1410
1396,993,13,James Derek Alexander Young,월 3 4,A01476301,1402
1397,993,13,Finn Harvor,수 7 8,A01476302,2306
1398,994,13,김유강,수 7 8,A01121701,1410
1399,994,13,이진환,화 1 2,A01121702,2407-1
1400,995,13,윤영옥,목 7 8,N01401201,1410
1401,996,13,김덕수,화 3 4,N01113301,2310
1402,997,13,오현주,화 4 5 6,N01352201,1402
1403,998,13,정형석,화 5 6 수 1 2,N01119201,2406
1404,999,13,이보화,월 5 6 수 3,F02450101,3311
1405,1000,13,정창욱,월 7 수 7 8,F02360101,3114
1406,1001,13,정창욱,월 9,F02373201,3114
1407,1002,13,김태경,월 3 4 수 5 (0508),F02464101,0401
1408,1003,13,Liu Chunli,월 1 2 수 3,F02316101,0401
1409,1004,13,이석주,화 1 2 목 3 4,F02307101,0303
1410,1005,13,이석주,월 5 6 수 5,F02199101,0401
1411,1006,13,김태경,수 6 목 5 6,F02355101,0401
1412,1007,13,정창욱,화 1 2 목 3,F02016601,0401
1413,1008,13,김태경,화 7 8,F02018101,3114
1414,1008,13,김태경,목 7 8,F02018102,3114
1415,1009,13,안광신,목 7 8,F02319101,0401
1416,1010,13,Liu Chunli,화 3 4 목 1 2,F02305101,0401
1417,1011,13,Liu Chunli,수 7 8 9 10 11,F02221101,0401
1418,1012,13,Liu Chunli,화 7 8 9 10,F02301101,0401
1419,1013,13,이석주,수 1 2,F02321101,0401
1420,1014,13,안승훈,수 5 6,O04412101,1507
1421,1015,13,김형훈,수 1 2,O04417101,1507
1422,1016,13,Eoin Joseph Trolan,월 7 8,S01219201,1511
1423,1017,13,이예훈,목 5 6,S01132101,0209
1424,1018,13,박지훈,월 1 2,S01314101,1511
1425,1019,13,서형석,수 3 4,S01330101,1511
1426,1020,13,서형석,수 5 6,S01135101,1511
1427,1021,13,Eoin Joseph Trolan,목 7 8,S01202101,0209
1428,1022,13,이승필,목 7 8,S01319101,0514
1429,1023,13,김남수,목 1 2 3,S01311101,0518
1430,1024,13,박성희,목 9,S01407301,1511
1431,1025,13,이승필,수 1 2 3,S01111301,5405
1432,1025,13,이승필,수 7 8 9,S01111302,5405
1433,1026,13,박성희,화 4 5 6,S01109101,0209
1434,1026,13,박성희,화 7 8 9,S01109102,0209
1435,1027,13,이승필,목 1 2,S01216301,1511
1436,1028,13,이예훈,화 5 6,S01228401,0516
1437,1029,13,박성희,수 4 5 6,S01104401,0517
1438,1030,13,이승구,월 4 5 6,S01318201,0207
1439,1031,13,박성희,수 1 2,S01419101,1511
1440,1032,13,Eoin Joseph Trolan,수 7 8,S01115101,1511
1441,1033,13,김남수,목 6,S01136101,0214
1442,1034,13,박성희,목 6,S01137101,0301
1443,1035,13,이승필,목 3 4 토 3 4,S01317301,0214
1444,1036,13,이예훈,화 1 2 3,S01110101,1511
1445,1037,13,최연규,금 3 4,S01126101,5405
1446,1037,13,최연규,금 5 6,S01126102,5405
1447,1038,13,박성희,목 11 금 11,S01416101,1511
1448,1039,13,Eoin Joseph Trolan,월 5 6,S01118201,1511
1449,1040,13,김남수,목 7 8,S01138101,0214
1450,1041,13,박성희,목 7 8,S01139101,0301
1451,1042,13,박성희,목 10 금 10,S01223301,1511
1452,1043,13,김은경,수 3 4,I00104101,0214
1453,1044,13,임대근,목 7 8,I00102101,0604
1454,1045,13,백승훈,수 1 2,I00101101,0214
1455,1046,13,서옥순,화 7 8,I00103201,0518
1456,1047,13,임현경,금 3 4,I00105101,0301
1457,1047,13,임현경,금 5 6,I00105102,0301
1458,1048,13,Finn Harvor,수 1 2,I00401101,0309
1459,1049,13,최은아,월 5 6,I00402201,0412
1460,1050,13,장혜진,목 1 2 3,M01101101,2515
1461,1051,13,최재걸,수 1 금 5 6,M01203101,2515
1462,1052,13,이윤석,화 4 5 6,M01202101,0602
1463,1053,13,장혜진,월 5 6 수 3,M01201101,2515
1464,1054,13,박기봉,화 1 2 3,M02101101,4411
1465,1055,13,권태연,수 4 5 6,M02202101,2515
1466,1056,13,김용식,수 7 8 9,M02203101,2515
1467,1057,13,Jeffrey Scott Owen,목 1 2,L01105101,2310
1468,1058,13,남경식,월 4 5 6,L01103101,2414
1469,1059,13,최용주,수 7 8 9,L01101101,2414
1470,1060,13,남경식,수 4 5 6,L01104101,0213
1471,1061,13,강찬수,화 3 4,L01102101,0505
1472,1062,13,김민형,화 5 6,S03103101,0303
1473,1062,13,김민형,화 7 8,S03103102,0303
1474,1063,13,임대근,화 5 6,S03101101,0301
1475,1063,13,임대근,화 7 8,S03101102,0301
1476,1064,13,최보경,수 3 4,S03233101,1405
1477,1065,13,곽효민,월 5 6,S03204101,1405
1478,1066,13,김세익,월 7 8,S03211101,2511
1479,1067,13,Finn Harvor,목 5 6,S03221101,2308
1480,,,,,,
1481,,,,,,
1482,,,,,,
1483,,,,,,
1484,,,,,,
1485,,,,,,
1486,,,,,,
1487,,,,,,
1488,,,,,,
1489,,,,,,
1490,,,,,,
1491,,,,,,
1492,,,,,,
1493,,,,,,
1494,,,,,,
1495,,,,,,
1496,,,,,,
1497,,,,,,
1498,,,,,,
1499,,,,,,
1500,,,,,,
1501,,,,,,
1502,,,,,,
1503,,,,,,
1504,,,,,,
1505,,,,,,
1506,,,,,,
1507,,,,,,
1508,,,,,,
1509,,,,,,
1510,,,,,,
1511,,,,,,
1512,,,,,,
1513,,,,,,
1514,,,,,,
1515,,,,,,
1516,,,,,,
1517,,,,,,
1518,,,,,,
1519,,,,,,
1520,,,,,,
1521,,,,,,
1522,,,,,,
1523,,,,,,
1524,,,,,,
1525,,,,,,
1526,,,,,,
1527,,,,,,
1528,,,,,,
1529,,,,,,
1530,,,,,,
1531,,,,,,
1532,,,,,,
1533,,,,,,
1534,,,,,,
1535,,,,,,
1536,,,,,,
1537,,,,,,
1538,,,,,,
1539,,,,,,
1540,,,,,,
1541,,,,,,
1542,,,,,,
1543,,,,,,
1544,,,,,,
1545,,,,,,
1546,,,,,,
1547,,,,,,
1548,,,,,,
1549,,,,,,
1550,,,,,,
1551,,,,,,
1552,,,,,,
1553,,,,,,
1554,,,,,,
1555,,,,,,
1556,,,,,,
1557,,,,,,
