major_id,major_type,course_type,required_credits,track,applies_from_year,applies_to_year
45,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
45,PRIMARY,MAJOR,70,INTENSIVE_SOLO,2023,2024
45,,GENERAL,32,INTENSIVE_SOLO,2023,2024
48,PRIMARY,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
48,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
48,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
48,PRIMARY,MAJOR,42,PRIMARY_WITH_MINOR,2023,2024
48,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
48,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
48,PRIMARY,MAJOR,58,INTENSIVE_WITH_MINOR,2023,2024
48,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
48,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
48,PRIMARY,MAJOR,58,INTENSIVE_SOLO,2023,2024
48,,GENERAL,32,INTENSIVE_SOLO,2023,2024
49,PRIMARY,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
49,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
49,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
49,PRIMARY,MAJOR,42,PRIMARY_WITH_MINOR,2023,2024
49,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
49,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
49,PRIMARY,MAJOR,58,INTENSIVE_WITH_MINOR,2023,2024
49,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
49,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
49,PRIMARY,MAJOR,58,INTENSIVE_SOLO,2023,2024
49,,GENERAL,32,INTENSIVE_SOLO,2023,2024
51,PRIMARY,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
51,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
51,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
51,PRIMARY,MAJOR,42,PRIMARY_WITH_MINOR,2023,2024
51,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
51,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
51,PRIMARY,MAJOR,58,INTENSIVE_WITH_MINOR,2023,2024
51,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
51,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
51,PRIMARY,MAJOR,58,INTENSIVE_SOLO,2023,2024
51,,GENERAL,32,INTENSIVE_SOLO,2023,2024
46,PRIMARY,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
46,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
46,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
46,PRIMARY,MAJOR,42,PRIMARY_WITH_MINOR,2023,2024
46,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
46,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
46,PRIMARY,MAJOR,58,INTENSIVE_WITH_MINOR,2023,2024
46,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
46,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
46,PRIMARY,MAJOR,58,INTENSIVE_SOLO,2023,2024
46,,GENERAL,32,INTENSIVE_SOLO,2023,2024
47,PRIMARY,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
47,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
47,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
47,PRIMARY,MAJOR,42,PRIMARY_WITH_MINOR,2023,2024
47,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
47,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
47,PRIMARY,MAJOR,58,INTENSIVE_WITH_MINOR,2023,2024
47,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
47,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
47,PRIMARY,MAJOR,58,INTENSIVE_SOLO,2023,2024
47,,GENERAL,32,INTENSIVE_SOLO,2023,2024
33,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
33,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
33,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
33,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
33,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
33,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
33,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
33,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
33,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
33,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
33,,GENERAL,32,INTENSIVE_SOLO,2023,2024
34,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
34,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
34,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
34,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
34,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
34,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
34,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
34,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
34,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
34,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
34,,GENERAL,32,INTENSIVE_SOLO,2023,2024
35,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
35,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
35,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
35,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
35,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
35,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
35,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
35,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
35,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
35,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
35,,GENERAL,32,INTENSIVE_SOLO,2023,2024
36,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
36,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
36,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
36,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
36,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
36,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
36,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
36,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
36,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
36,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
36,,GENERAL,32,INTENSIVE_SOLO,2023,2024
37,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
37,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
37,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
37,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
37,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
37,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
37,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
37,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
37,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
37,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
37,,GENERAL,32,INTENSIVE_SOLO,2023,2024
38,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
38,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
38,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
38,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
38,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
38,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
38,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
38,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
38,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
38,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
38,,GENERAL,32,INTENSIVE_SOLO,2023,2024
39,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
39,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
39,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
39,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
39,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
39,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
39,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
39,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
39,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
39,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
39,,GENERAL,32,INTENSIVE_SOLO,2023,2024
40,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
40,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
40,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
40,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
40,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
40,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
40,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
40,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
40,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
40,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
40,,GENERAL,32,INTENSIVE_SOLO,2023,2024
41,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
41,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
41,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
41,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
41,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
41,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
41,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
41,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
41,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
41,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
41,,GENERAL,32,INTENSIVE_SOLO,2023,2024
42,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
42,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
42,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
42,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
42,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
42,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
42,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
42,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
42,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
42,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
42,,GENERAL,32,INTENSIVE_SOLO,2023,2024
43,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
43,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
43,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
43,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
43,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
43,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
43,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
43,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
43,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
43,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
43,,GENERAL,32,INTENSIVE_SOLO,2023,2024
50,PRIMARY,MAJOR,57,PRIMARY_WITH_DOUBLE,2023,2024
50,DOUBLE,MAJOR,42,PRIMARY_WITH_DOUBLE,2023,2024
50,,GENERAL,32,PRIMARY_WITH_DOUBLE,2023,2024
50,PRIMARY,MAJOR,66,PRIMARY_WITH_MINOR,2023,2024
50,MINOR,MAJOR,21,PRIMARY_WITH_MINOR,2023,2024
50,,GENERAL,32,PRIMARY_WITH_MINOR,2023,2024
50,PRIMARY,MAJOR,75,INTENSIVE_WITH_MINOR,2023,2024
50,MINOR,MAJOR,21,INTENSIVE_WITH_MINOR,2023,2024
50,,GENERAL,32,INTENSIVE_WITH_MINOR,2023,2024
50,PRIMARY,MAJOR,75,INTENSIVE_SOLO,2023,2024
50,,GENERAL,32,INTENSIVE_SOLO,2023,2024
